encoder_size,experiment_name,model,seed,test_acc,train_acc,transfer,tune_acc
512,t512fwcompcHalf,compc,8120.0,0.576636906181063,0.7029605264726438,True,0.6614583343267441
512,t512fwcompcHalf,compc,1931.0,0.5751488102333886,0.8029605267863524,True,0.6666666686534881
512,t512fwcompcHalf,compc,780.0,0.6123511918953487,0.9629934210526316,True,0.7052083343267441
512,t512fwcompcHalf,compc,9958.0,0.5967261918953487,0.7560855267863524,True,0.6645833343267441
512,t512fwcompcHalf,compc,6787.0,0.5691964285714286,0.9185855263157896,True,0.652083334326744
512,t512fwcompcHalf,compc,6406.0,0.5870535714285714,0.8412828947368421,True,0.6604166686534881
512,t512fwcompcHalf,compc,7048.0,0.6160714285714286,0.8248355263157895,True,0.6802083343267441
512,t512fwcompcHalf,compc,9609.0,0.5877976204667773,0.7782894741547736,True,0.678125
512,t512fwcompHalf,comp,663.0,0.6540178571428571,0.9159539475252754,True,0.6854166686534882
512,t512fwcompHalf,comp,8301.0,0.6376488102333886,0.981907894736842,True,0.675
512,t512fwcompHalf,comp,9438.0,0.6101190490382058,0.7133223688916156,True,0.665625
512,t512fwcompHalf,comp,5691.0,0.6421130959476743,0.8049342106831702,True,0.6802083343267441
512,t512fwcompHalf,comp,4494.0,0.6644345245191029,0.9317434210526316,True,0.6885416686534882
512,t512fwcompHalf,comp,8168.0,0.6279761918953487,0.908717105263158,True,0.6791666686534882
512,t512fwcompHalf,comp,6427.0,0.639136906181063,0.7654605264726438,True,0.6854166686534882
512,t512fwcompHalf,comp,2108.0,0.6688988102333886,0.9375,True,0.6885416686534882
512,t512fwcompHalf,comp,7089.0,0.6369047633239201,0.8481907899442472,True,0.6947916686534882
512,t512fwcompHalf,comp,8284.0,0.6525297633239201,0.9671052631578948,True,0.6822916686534881
512,t512fwcompHalf,comp,8367.0,0.6316964285714286,0.8643092105263158,True,0.6822916686534881
512,t512fwcompHalf,comp,3229.0,0.6316964285714286,0.9300986842105264,True,0.684375
512,t512fwcompHalf,comp,4998.0,0.6517857142857143,0.7868421054200122,True,0.6760416686534881
512,t512fwcompHalf,comp,7429.0,0.6815476204667773,0.8498355267863524,True,0.6979166686534881
512,t512fwcompHalf,comp,802.0,0.6458333347524915,0.8449013162600366,True,0.6760416686534881
512,t512fwcompHalf,comp,7711.0,0.6488095245191029,0.8503289473684209,True,0.6729166686534882
512,t512fwcompHalf,comp,6439.0,0.6473214285714286,0.7700657899442472,True,0.6885416686534882
512,t512fwcompHalf,comp,205.0,0.6525297633239201,0.8835526320495104,True,0.6760416686534881
512,t512fwcompHalf,comp,324.0,0.6666666673762458,0.7725328952074051,True,0.6697916686534882
512,t512fwcompHalf,comp,8661.0,0.6324404776096344,0.7991776317358017,True,0.6791666686534882
512,t512fwcompc,compc,663.0,0.5788690490382058,0.7911184210526315,True,0.65
512,t512fwcompc,compc,7682.0,0.6019345245191029,0.9481907894736842,True,0.678125
512,t512fwcompc,compc,6499.0,0.5639880959476743,0.9465460526315792,True,0.6760416686534881
512,t512fwcompc,compc,5934.0,0.5669642857142857,0.8305921052631579,True,0.6895833343267441
512,t512fwcompc,compc,562.0,0.5625,0.7345394735273562,True,0.6635416686534882
512,t512fwcompc,compc,7053.0,0.6175595245191029,0.890625,True,0.6760416686534881
512,t512fwcompc,compc,4991.0,0.6160714285714286,1.0,True,0.6739583343267441
512,t512fwcompc,compc,3370.0,0.5833333347524915,0.939967105263158,True,0.65625
512,t512fwcompc,compc,2130.0,0.5877976204667773,0.7009868425758261,True,0.6427083343267441
512,t512fwcompc,compc,9590.0,0.5788690490382058,0.8322368421052632,True,0.6697916686534882
512,t512fwcompc,compc,6066.0,0.5528273816619601,0.7802631580515912,True,0.6572916686534882
512,t512fwcompc,compc,7192.0,0.5677083347524915,0.7177631580515912,True,0.6614583343267441
512,t512fwcompc,compc,6977.0,0.6443452388048172,0.8881578947368421,True,0.6739583343267441
512,t512fwcompc,compc,308.0,0.5773809530905315,0.7026315794179314,True,0.6770833343267441
512,t512fwcompc,compc,248.0,0.6316964285714286,0.9103618421052632,True,0.6708333343267441
512,t512fwcompc,compc,4250.0,0.5967261918953487,0.8651315789473685,True,0.6416666686534882
512,t512fwcompc,compc,7180.0,0.6004464285714286,0.8585526315789473,True,0.6875
512,t512fwcompc,compc,1530.0,0.5647321428571429,0.7013157896305385,True,0.6708333343267441
512,t512fwcompc,compc,9969.0,0.6108630959476743,0.7560855267863524,True,0.6864583343267441
512,t512fwcompc,compc,3426.0,0.5751488102333886,1.0,True,0.6739583343267441
512,t512fwcompcN,compc,663.0,0.5944940490382058,0.9777960526315792,True,0.6739583343267441
512,t512fwcompcN,compc,1872.0,0.5892857142857143,0.7988486846810893,True,0.6416666686534882
512,t512fwcompcN,compc,928.0,0.5699404776096344,0.8601973684210527,True,0.6635416686534882
512,t512fwcompcN,compc,7041.0,0.5394345245191029,0.9605263157894736,True,0.6302083343267441
512,t512fwcompcN,compc,6685.0,0.5342261918953487,0.7164473682641983,True,0.6395833343267441
512,t512fwcompcN,compc,3279.0,0.5364583347524915,0.9481907894736842,True,0.6458333343267441
512,t512fwcompcN,compc,9676.0,0.5930059530905315,0.9366776315789472,True,0.652083334326744
512,t512fwcompcN,compc,3138.0,0.5394345245191029,0.8873355263157895,True,0.6375
512,t512fwcompcN,compc,463.0,0.5751488102333886,0.8815789473684209,True,0.6510416686534881
512,t512fwcompcN,compc,4953.0,0.5662202388048172,1.0,True,0.6614583343267441
512,t512fwcompcN,compc,6851.0,0.5788690490382058,0.8740131580515912,True,0.6395833343267441
512,t512fwcompcN,compc,2744.0,0.5662202388048172,0.8832236842105263,True,0.6416666686534882
512,t512fwcompcN,compc,2349.0,0.5811011918953487,0.7606907894736842,True,0.6447916686534881
512,t512fwcompcN,compc,5649.0,0.5788690490382058,1.0,True,0.6697916686534882
512,t512fwcompcN,compc,7117.0,0.6190476204667773,0.9695723684210528,True,0.6541666686534882
512,t512fwcompcN,compc,806.0,0.5744047633239201,0.9728618421052632,True,0.6666666686534881
512,t512fwcompcN,compc,1025.0,0.5520833347524915,0.7815789478389841,True,0.6395833343267441
512,t512fwcompcN,compc,1854.0,0.5587797633239201,0.9909539473684208,True,0.6572916686534882
512,t512fwcompcN,compc,7305.0,0.5751488102333886,0.9942434210526316,True,0.6635416686534882
512,t512fwcompcN,compc,1646.0,0.5811011918953487,0.9958881578947368,True,0.652083334326744
512,t512fwcompN,comp,663.0,0.6822916673762458,0.890625,True,0.6760416686534881
512,t512fwcompN,comp,7682.0,0.6339285714285714,0.9745065789473684,True,0.6666666686534881
512,t512fwcompN,comp,5658.0,0.6294642857142857,0.8128289478389841,True,0.6854166686534882
512,t512fwcompN,comp,9348.0,0.6696428571428571,0.8205592106831702,True,0.6854166686534882
512,t512fwcompN,comp,5073.0,0.6428571428571429,0.7519736846810893,True,0.6708333343267441
512,t512fwcompN,comp,9852.0,0.6316964285714286,0.7095394738410649,True,0.6625
512,t512fwcompN,comp,9131.0,0.6607142857142857,0.9024671057337208,True,0.6916666686534881
512,t512fwcompN,comp,1928.0,0.6488095245191029,0.8317434215231946,True,0.6875
