,Unnamed: 0,Unnamed: 0.1,encoder_size,experiment_name,model,seed,test_acc,train_acc,transfer,tune_acc
48,48.0,48.0,300,r300fwcomp,comp,8829.0,0.6264880959476743,0.8506578952074051,False,0.6635416686534882
49,49.0,49.0,300,r300fwcomp,comp,515.0,0.6473214285714286,0.8161184215231946,False,0.6760416686534881
50,50.0,50.0,300,r300fwcomp,comp,7750.0,0.6086309530905315,0.9547697368421052,False,0.6760416686534881
51,51.0,51.0,300,r300fwcomp,comp,2521.0,0.6272321428571429,0.7067434215231946,False,0.6760416686534881
52,52.0,52.0,300,r300fwcomp,comp,7043.0,0.6525297633239201,0.7934210527884332,False,0.6822916686534881
53,53.0,53.0,300,r300fwcomp,comp,746.0,0.6183035714285714,0.8333881583652998,False,0.6885416686534882
54,54.0,54.0,300,r300fwcomp,comp,6261.0,0.6428571428571429,0.8355263157894737,False,0.6760416686534881
55,55.0,55.0,300,r300fwcomp,comp,479.0,0.65625,0.7024671051063036,False,0.66875
56,56.0,56.0,300,r300fwcomp,comp,9825.0,0.6227678571428571,0.8889802631578947,False,0.6822916686534881
57,57.0,57.0,300,r300fwcomp,comp,9911.0,0.6443452388048172,0.7350328948936964,False,0.6822916686534881
58,58.0,58.0,300,r300fwcomp,comp,7639.0,0.6354166673762458,0.8128289478389841,False,0.6572916686534882
59,59.0,59.0,300,r300fwcomp,comp,9100.0,0.6197916673762458,0.7021381580515912,False,0.6635416686534882
60,60.0,60.0,300,r300fwcomp,comp,6064.0,0.6510416673762458,0.8881578947368421,False,0.6854166686534882
61,61.0,61.0,300,r300fwcomp,comp,2939.0,0.6354166673762458,0.751480263314749,False,0.6697916686534882
62,62.0,62.0,300,r300fwcomp,comp,7866.0,0.6145833347524915,0.8120065794179314,False,0.6604166686534881
63,63.0,63.0,300,r300fwcomp,comp,7069.0,0.6197916673762458,0.9103618421052632,False,0.6791666686534882
64,64.0,64.0,300,r300fwcomp,comp,8733.0,0.6257440490382058,0.8070723688916156,False,0.6791666686534882
65,65.0,65.0,300,r300fwcomp,comp,3230.0,0.6629464285714286,0.7888157893168298,False,0.6760416686534881
66,66.0,66.0,300,r300fwcomp,comp,6793.0,0.6383928571428571,0.7955592109968788,False,0.6604166686534881
67,67.0,67.0,300,r300fwcomp,comp,875.0,0.6041666673762458,0.8317434215231946,False,0.6822916686534881
68,68.0,68.0,300,r300fwcomp,comp,4516.0,0.6302083347524915,0.8342105267863524,False,0.68125
69,69.0,69.0,300,r300fwcomp,comp,5581.0,0.6205357142857143,0.9761513157894736,False,0.678125
70,70.0,70.0,300,r300fwcomp,comp,3377.0,0.6383928571428571,0.8078947373126683,False,0.6697916686534882
71,71.0,71.0,300,r300fwcomp,comp,8899.0,0.6227678571428571,0.9473684210526316,False,0.671875
72,72.0,72.0,300,r300fwcomp,comp,6917.0,0.6294642857142857,0.7527960531021419,False,0.6760416686534881
73,73.0,73.0,300,r300fwcomp,comp,4423.0,0.625,0.813980263314749,False,0.6854166686534882
74,74.0,74.0,300,r300fwcomp,comp,8891.0,0.6279761918953487,0.8465460531021419,False,0.6604166686534881
75,75.0,75.0,300,r300fwcomp,comp,9987.0,0.6436011918953487,0.8745065794179314,False,0.6729166686534882
76,76.0,76.0,300,r300fwcomp,comp,4781.0,0.6041666673762458,0.8958881583652998,False,0.6791666686534882
77,77.0,77.0,300,r300fwcomp,comp,4145.0,0.6190476204667773,0.8202302636284577,False,0.6729166686534882
78,78.0,78.0,300,r300fwcomp,comp,7076.0,0.6257440490382058,0.8996710526315791,False,0.6791666686534882
79,79.0,79.0,300,r300fwcomp,comp,1074.0,0.6264880959476743,0.921875,False,0.6854166686534882
80,80.0,80.0,300,r300fwcomp,comp,7291.0,0.6361607142857143,0.8222039475252754,False,0.6760416686534881
81,81.0,81.0,300,r300fwcomp,comp,3731.0,0.6309523816619601,0.8202302636284577,False,0.6666666686534881
82,82.0,82.0,300,r300fwcomp,comp,1546.0,0.625,0.7601973688916156,False,0.6854166686534882
83,83.0,83.0,300,r300fwcomp,comp,1708.0,0.6376488102333886,0.8078947373126683,False,0.6697916686534882
84,84.0,84.0,300,r300fwcomp,comp,5374.0,0.6450892857142857,0.6947368422621175,False,0.66875
85,85.0,85.0,300,r300fwcomp,comp,6052.0,0.6681547633239201,0.8213815791042227,False,0.6666666686534881
86,86.0,86.0,300,r300fwcomp,comp,1485.0,0.6227678571428571,0.7610197373126683,False,0.6697916686534882
87,87.0,87.0,300,r300fwcomp,comp,1849.0,0.6316964285714286,0.7536184215231946,False,0.6729166686534882
88,88.0,88.0,300,r300fwcomp,comp,465.0,0.6160714285714286,0.7462171057337209,False,0.6791666686534882
89,89.0,89.0,300,r300fwcomp,comp,6170.0,0.6205357142857143,0.7128289475252754,False,0.665625
90,90.0,90.0,300,r300fwcomp,comp,2468.0,0.6041666673762458,0.8065789475252754,False,0.659375
91,91.0,91.0,300,r300fwcomp,comp,6550.0,0.6220238102333886,0.7078947369989596,False,0.65625
92,92.0,92.0,300,r300fwcomp,comp,6360.0,0.6302083347524915,0.8950657899442472,False,0.6666666686534881
93,93.0,93.0,300,r300fwcomp,comp,1693.0,0.6220238102333886,0.7149671057337209,False,0.6760416686534881
94,94.0,94.0,300,r300fwcomp,comp,6414.0,0.6450892857142857,0.7092105267863524,False,0.6729166686534882
95,95.0,95.0,300,r300fwcomp,comp,3786.0,0.6011904776096344,0.8468750001568544,False,0.6854166686534882
96,96.0,96.0,300,r300fwcomp,comp,5937.0,0.607886906181063,0.9564144736842104,False,0.659375
97,97.0,97.0,300,r300fwcomp,comp,4437.0,0.6108630959476743,0.8881578947368421,False,0.6760416686534881
98,98.0,98.0,300,r300fwcomp,comp,4328.0,0.6063988102333886,0.7312499998431456,False,0.6760416686534881
99,99.0,99.0,300,r300fwcomp,comp,4958.0,0.623511906181063,0.8304276317358017,False,0.6760416686534881
100,100.0,100.0,300,r300fwcomp,comp,2531.0,0.6257440490382058,0.751480263314749,False,0.6791666686534882
101,101.0,101.0,300,r300fwcomp,comp,9524.0,0.6331845245191029,0.7021381580515912,False,0.65625
102,102.0,102.0,300,r300fwcomp,comp,2566.0,0.6183035714285714,0.6898026317358017,False,0.665625
103,103.0,103.0,300,r300fwcomp,comp,9492.0,0.6101190490382058,0.8032894738410649,False,0.6854166686534882
104,104.0,104.0,300,r300fwcomp,comp,3515.0,0.6376488102333886,0.9358552631578948,False,0.6791666686534882
105,105.0,105.0,300,r300fwcomp,comp,9446.0,0.6153273816619601,0.8980263157894737,False,0.6666666686534881
106,106.0,106.0,300,r300fwcomp,comp,873.0,0.6450892857142857,0.7486842109968788,False,0.6541666686534882
107,107.0,107.0,300,r300fwcomp,comp,688.0,0.6346726204667773,0.8320723685779069,False,0.6822916686534881
108,108.0,108.0,300,r300fwcomp,comp,1134.0,0.6004464285714286,0.7375000001568544,False,0.6854166686534882
109,109.0,109.0,300,r300fwcomp,comp,8246.0,0.6398809530905315,0.869901315946328,False,0.7010416686534882
110,110.0,110.0,300,r300fwcomp,comp,8004.0,0.623511906181063,0.8585526315789473,False,0.6791666686534882
111,111.0,111.0,300,r300fwcomp,comp,8885.0,0.6279761918953487,0.7412828952074051,False,0.653125
112,112.0,112.0,300,r300fwcomp,comp,2847.0,0.59375,0.6950657893168298,False,0.66875
113,113.0,113.0,300,r300fwcomp,comp,4502.0,0.6130952388048172,0.8740131580515912,False,0.6697916686534882
114,114.0,114.0,300,r300fwcomp,comp,9263.0,0.6272321428571429,0.7601973688916156,False,0.6760416686534881
115,115.0,115.0,300,r300fwcomp,comp,2800.0,0.6011904776096344,0.8856907894736842,False,0.6729166686534882
116,116.0,116.0,300,r300fwcomp,comp,2111.0,0.6101190490382058,0.8925986846810893,False,0.6916666686534881
117,117.0,117.0,300,r300fwcomp,comp,7002.0,0.59375,0.950657894736842,False,0.6947916686534882
118,118.0,118.0,300,r300fwcomp,comp,5451.0,0.6331845245191029,0.9013157894736842,False,0.6729166686534882
119,119.0,119.0,300,r300fwcomp,comp,5137.0,0.6294642857142857,0.7037828948936964,False,0.65625
120,120.0,120.0,300,r300fwcomp,comp,2512.0,0.6316964285714286,0.7547697369989596,False,0.6729166686534882
121,121.0,121.0,300,r300fwcomp,comp,3235.0,0.6264880959476743,0.7531250001568544,False,0.6729166686534882
122,122.0,122.0,300,r300fwcomp,comp,4557.0,0.6331845245191029,0.8866776314220931,False,0.6760416686534881
123,123.0,123.0,300,r300fwcomp,comp,6073.0,0.6428571428571429,0.8638157899442472,False,0.6625
124,124.0,124.0,300,r300fwcomp,comp,5883.0,0.6302083347524915,0.7572368422621175,False,0.6666666686534881
125,125.0,125.0,300,r300fwcomp,comp,2882.0,0.640625,0.8769736846810893,False,0.6854166686534882
126,126.0,126.0,300,r300fwcomp,comp,2326.0,0.6309523816619601,0.8625000001568544,False,0.6729166686534882
127,127.0,127.0,300,r300fwcomp,comp,5511.0,0.6056547633239201,0.9514802631578948,False,0.671875
128,128.0,128.0,300,r300fwcomp,comp,83.0,0.6130952388048172,0.8095394741547736,False,0.6760416686534881
129,129.0,129.0,300,r300fwcomp,comp,9187.0,0.609375,0.7712171054200122,False,0.6697916686534882
130,130.0,130.0,300,r300fwcomp,comp,8829.0,0.6264880959476743,0.8506578952074051,False,0.6635416686534882
131,131.0,131.0,300,r300fwcomp,comp,515.0,0.6473214285714286,0.8161184215231946,False,0.6760416686534881
132,132.0,132.0,300,r300fwcomp,comp,7750.0,0.6086309530905315,0.9547697368421052,False,0.6760416686534881
133,133.0,133.0,300,r300fwcomp,comp,2521.0,0.6272321428571429,0.7067434215231946,False,0.6760416686534881
134,134.0,134.0,300,r300fwcomp,comp,7043.0,0.6525297633239201,0.7934210527884332,False,0.6822916686534881
135,135.0,135.0,300,r300fwcomp,comp,746.0,0.6183035714285714,0.8333881583652998,False,0.6885416686534882
136,136.0,136.0,300,r300fwcomp,comp,6261.0,0.6428571428571429,0.8355263157894737,False,0.6760416686534881
137,137.0,137.0,300,r300fwcomp,comp,479.0,0.65625,0.7024671051063036,False,0.66875
138,138.0,138.0,300,r300fwcomp,comp,9825.0,0.6227678571428571,0.8889802631578947,False,0.6822916686534881
139,139.0,139.0,300,r300fwcomp,comp,9911.0,0.6443452388048172,0.7350328948936964,False,0.6822916686534881
140,140.0,140.0,300,r300fwcomp,comp,7639.0,0.6354166673762458,0.8128289478389841,False,0.6572916686534882
141,141.0,141.0,300,r300fwcomp,comp,9100.0,0.6197916673762458,0.7021381580515912,False,0.6635416686534882
142,142.0,142.0,300,r300fwcomp,comp,6064.0,0.6510416673762458,0.8881578947368421,False,0.6854166686534882
143,143.0,143.0,300,r300fwcomp,comp,2939.0,0.6354166673762458,0.751480263314749,False,0.6697916686534882
144,144.0,144.0,300,r300fwcomp,comp,7866.0,0.6145833347524915,0.8120065794179314,False,0.6604166686534881
145,145.0,145.0,300,r300fwcomp,comp,7069.0,0.6197916673762458,0.9103618421052632,False,0.6791666686534882
146,146.0,146.0,300,r300fwcomp,comp,8733.0,0.6257440490382058,0.8070723688916156,False,0.6791666686534882
147,147.0,147.0,300,r300fwcomp,comp,3230.0,0.6629464285714286,0.7888157893168298,False,0.6760416686534881
148,148.0,148.0,300,r300fwcomp,comp,6793.0,0.6383928571428571,0.7955592109968788,False,0.6604166686534881
149,149.0,149.0,300,r300fwcomp,comp,875.0,0.6041666673762458,0.8317434215231946,False,0.6822916686534881
150,150.0,150.0,300,r300fwcomp,comp,4516.0,0.6302083347524915,0.8342105267863524,False,0.68125
151,151.0,151.0,300,r300fwcomp,comp,5581.0,0.6205357142857143,0.9761513157894736,False,0.678125
152,152.0,152.0,300,r300fwcomp,comp,3377.0,0.6383928571428571,0.8078947373126683,False,0.6697916686534882
153,153.0,153.0,300,r300fwcomp,comp,8899.0,0.6227678571428571,0.9473684210526316,False,0.671875
154,154.0,154.0,300,r300fwcomp,comp,6917.0,0.6294642857142857,0.7527960531021419,False,0.6760416686534881
155,155.0,155.0,300,r300fwcomp,comp,4423.0,0.625,0.813980263314749,False,0.6854166686534882
156,156.0,156.0,300,r300fwcomp,comp,8891.0,0.6279761918953487,0.8465460531021419,False,0.6604166686534881
157,157.0,157.0,300,r300fwcomp,comp,9987.0,0.6436011918953487,0.8745065794179314,False,0.6729166686534882
158,158.0,158.0,300,r300fwcomp,comp,4781.0,0.6041666673762458,0.8958881583652998,False,0.6791666686534882
159,159.0,159.0,300,r300fwcomp,comp,4145.0,0.6190476204667773,0.8202302636284577,False,0.6729166686534882
160,160.0,160.0,300,r300fwcomp,comp,7076.0,0.6257440490382058,0.8996710526315791,False,0.6791666686534882
161,161.0,161.0,300,r300fwcomp,comp,1074.0,0.6264880959476743,0.921875,False,0.6854166686534882
162,162.0,162.0,300,r300fwcomp,comp,7291.0,0.6361607142857143,0.8222039475252754,False,0.6760416686534881
163,163.0,163.0,300,r300fwcomp,comp,3731.0,0.6309523816619601,0.8202302636284577,False,0.6666666686534881
164,164.0,164.0,300,r300fwcomp,comp,1546.0,0.625,0.7601973688916156,False,0.6854166686534882
165,165.0,165.0,300,r300fwcomp,comp,1708.0,0.6376488102333886,0.8078947373126683,False,0.6697916686534882
166,166.0,166.0,300,r300fwcomp,comp,5374.0,0.6450892857142857,0.6947368422621175,False,0.66875
167,167.0,167.0,300,r300fwcomp,comp,6052.0,0.6681547633239201,0.8213815791042227,False,0.6666666686534881
168,168.0,168.0,300,r300fwcomp,comp,1485.0,0.6227678571428571,0.7610197373126683,False,0.6697916686534882
169,169.0,169.0,300,r300fwcomp,comp,1849.0,0.6316964285714286,0.7536184215231946,False,0.6729166686534882
170,170.0,170.0,300,r300fwcomp,comp,465.0,0.6160714285714286,0.7462171057337209,False,0.6791666686534882
171,171.0,171.0,300,r300fwcomp,comp,6170.0,0.6205357142857143,0.7128289475252754,False,0.665625
172,172.0,172.0,300,r300fwcomp,comp,2468.0,0.6041666673762458,0.8065789475252754,False,0.659375
173,173.0,173.0,300,r300fwcomp,comp,6550.0,0.6220238102333886,0.7078947369989596,False,0.65625
174,174.0,174.0,300,r300fwcomp,comp,6360.0,0.6302083347524915,0.8950657899442472,False,0.6666666686534881
175,175.0,175.0,300,r300fwcomp,comp,1693.0,0.6220238102333886,0.7149671057337209,False,0.6760416686534881
176,176.0,176.0,300,r300fwcomp,comp,6414.0,0.6450892857142857,0.7092105267863524,False,0.6729166686534882
177,177.0,177.0,300,r300fwcomp,comp,3786.0,0.6011904776096344,0.8468750001568544,False,0.6854166686534882
178,178.0,178.0,300,r300fwcomp,comp,5937.0,0.607886906181063,0.9564144736842104,False,0.659375
179,179.0,179.0,300,r300fwcomp,comp,4437.0,0.6108630959476743,0.8881578947368421,False,0.6760416686534881
180,180.0,180.0,300,r300fwcomp,comp,6890.0,0.623511906181063,0.8394736843673807,False,0.659375
181,181.0,181.0,300,r300fwcomp,comp,891.0,0.6495535714285714,0.7503289478389841,False,0.6697916686534882
182,182.0,182.0,300,r300fwcomp,comp,303.0,0.6205357142857143,0.7029605264726438,False,0.671875
183,183.0,183.0,300,r300fwcomp,comp,8075.0,0.6324404776096344,0.8884868425758261,False,0.6479166686534882
184,184.0,184.0,300,r300fwcomp,comp,6349.0,0.5952380959476743,0.8600328948936964,False,0.66875
185,185.0,185.0,300,r300fwcomp,comp,1291.0,0.6331845245191029,0.8815789473684209,False,0.6916666686534881
186,186.0,186.0,300,r300fwcomp,comp,2280.0,0.6436011918953487,0.7851973685779069,False,0.6697916686534882
187,187.0,187.0,300,r300fwcomp,comp,2052.0,0.625,0.8169407899442472,False,0.6635416686534882
188,188.0,188.0,300,r300fwcomp,comp,9601.0,0.6696428571428571,0.8758223684210527,False,0.6760416686534881
189,189.0,189.0,300,r300fwcomp,comp,2895.0,0.6026785714285714,0.8523026320495104,False,0.6697916686534882
190,190.0,190.0,300,r300fwcomp,comp,2166.0,0.6197916673762458,0.8098684212094859,False,0.6729166686534882
191,191.0,191.0,300,r300fwcomp,comp,4390.0,0.6220238102333886,0.7569078952074051,False,0.6697916686534882
192,192.0,192.0,300,r300fwcomp,comp,643.0,0.6436011918953487,0.8268092109968788,False,0.6822916686534881
193,193.0,193.0,300,r300fwcomp,comp,2223.0,0.6480654776096344,0.7519736846810893,False,0.6822916686534881
194,194.0,194.0,300,r300fwcomp,comp,5098.0,0.6569940490382058,0.8205592106831702,False,0.6854166686534882
195,195.0,195.0,300,r300fwcomp,comp,7987.0,0.6413690490382058,0.9564144736842104,False,0.6916666686534881
196,196.0,196.0,300,r300fwcomp,comp,7656.0,0.6480654776096344,0.9564144736842104,False,0.6729166686534882
197,197.0,197.0,300,r300fwcomp,comp,8598.0,0.6413690490382058,0.7552631583652998,False,0.6822916686534881
198,198.0,198.0,300,r300fwcomp,comp,5890.0,0.6145833347524915,0.9703947368421052,False,0.6885416686534882
199,199.0,199.0,300,r300fwcomp,comp,253.0,0.6331845245191029,0.8939144736842105,False,0.6947916686534882
200,200.0,200.0,300,r300fwcomp,comp,4128.0,0.6056547633239201,0.8745065794179314,False,0.678125
201,201.0,201.0,300,r300fwcomp,comp,1622.0,0.6354166673762458,0.7958881580515912,False,0.6760416686534881
202,202.0,202.0,300,r300fwcomp,comp,7490.0,0.6168154776096344,0.9386513162600366,False,0.6822916686534881
203,203.0,203.0,300,r300fwcomp,comp,7614.0,0.6354166673762458,0.9416118421052632,False,0.6822916686534881
204,204.0,204.0,300,r300fwcomp,comp,1648.0,0.6465773816619601,0.8613486846810893,False,0.6916666686534881
205,205.0,205.0,300,r300fwcomp,comp,5200.0,0.6540178571428571,0.8217105261589351,False,0.6635416686534882
206,206.0,206.0,300,r300fwcomp,comp,6399.0,0.6257440490382058,0.9383223684210528,False,0.684375
207,207.0,207.0,300,r300fwcomp,comp,4925.0,0.6331845245191029,0.9251644736842104,False,0.6729166686534882
208,208.0,208.0,300,r300fwcomp,comp,8749.0,0.6361607142857143,0.7955592109968788,False,0.6666666686534881
209,209.0,209.0,300,r300fwcomp,comp,672.0,0.6138392857142857,0.9120065789473684,False,0.6791666686534882
210,210.0,210.0,300,r300fwcomp,comp,7958.0,0.6168154776096344,0.7684210531021419,False,0.6604166686534881
211,211.0,211.0,300,r300fwcomp,comp,8954.0,0.6421130959476743,0.8616776317358017,False,0.7041666686534882
212,212.0,212.0,300,r300fwcomp,comp,1483.0,0.6279761918953487,0.8231907894736842,False,0.6697916686534882
213,213.0,213.0,300,r300fwcomp,comp,9488.0,0.6279761918953487,0.9383223684210528,False,0.6791666686534882
214,214.0,214.0,300,r300fwcomp,comp,2249.0,0.6331845245191029,0.8062500004705629,False,0.6885416686534882
215,215.0,215.0,300,r300fwcomp,comp,1095.0,0.6242559530905315,0.8832236842105263,False,0.6729166686534882
216,216.0,216.0,300,r300fwcomp,comp,5123.0,0.6443452388048172,0.9703947368421052,False,0.6729166686534882
217,217.0,217.0,300,r300fwcomp,comp,2482.0,0.6071428571428571,0.8333881583652998,False,0.6822916686534881
218,218.0,218.0,300,r300fwcomp,comp,3650.0,0.6168154776096344,0.9235197368421052,False,0.6791666686534882
219,219.0,219.0,300,r300fwcomp,comp,510.0,0.6138392857142857,0.7601973688916156,False,0.6791666686534882
220,220.0,220.0,300,r300fwcomp,comp,225.0,0.6398809530905315,0.8078947373126683,False,0.6666666686534881
221,221.0,221.0,300,r300fwcomp,comp,6073.0,0.6428571428571429,0.8638157899442472,False,0.6625
222,222.0,222.0,300,r300fwcomp,comp,5883.0,0.6302083347524915,0.7572368422621175,False,0.6666666686534881
223,223.0,223.0,300,r300fwcomp,comp,2882.0,0.640625,0.8769736846810893,False,0.6854166686534882
224,224.0,224.0,300,r300fwcomp,comp,2326.0,0.6309523816619601,0.8625000001568544,False,0.6729166686534882
225,225.0,225.0,300,r300fwcomp,comp,5511.0,0.6056547633239201,0.9514802631578948,False,0.671875
226,226.0,226.0,300,r300fwcomp,comp,83.0,0.6130952388048172,0.8095394741547736,False,0.6760416686534881
227,227.0,227.0,300,r300fwcomp,comp,9187.0,0.609375,0.7712171054200122,False,0.6697916686534882
228,228.0,228.0,300,r300fwcomp,comp,8829.0,0.6264880959476743,0.8506578952074051,False,0.6635416686534882
229,229.0,229.0,300,r300fwcomp,comp,515.0,0.6473214285714286,0.8161184215231946,False,0.6760416686534881
230,230.0,230.0,300,r300fwcomp,comp,7750.0,0.6086309530905315,0.9547697368421052,False,0.6760416686534881
231,231.0,231.0,300,r300fwcomp,comp,2521.0,0.6272321428571429,0.7067434215231946,False,0.6760416686534881
232,232.0,232.0,300,r300fwcomp,comp,7043.0,0.6525297633239201,0.7934210527884332,False,0.6822916686534881
233,233.0,233.0,300,r300fwcomp,comp,746.0,0.6183035714285714,0.8333881583652998,False,0.6885416686534882
234,234.0,234.0,300,r300fwcomp,comp,6261.0,0.6428571428571429,0.8355263157894737,False,0.6760416686534881
235,235.0,235.0,300,r300fwcomp,comp,479.0,0.65625,0.7024671051063036,False,0.66875
236,236.0,236.0,300,r300fwcomp,comp,9825.0,0.6227678571428571,0.8889802631578947,False,0.6822916686534881
237,237.0,237.0,300,r300fwcomp,comp,9911.0,0.6443452388048172,0.7350328948936964,False,0.6822916686534881
238,238.0,238.0,300,r300fwcomp,comp,7639.0,0.6354166673762458,0.8128289478389841,False,0.6572916686534882
239,239.0,239.0,300,r300fwcomp,comp,9100.0,0.6197916673762458,0.7021381580515912,False,0.6635416686534882
240,240.0,240.0,300,r300fwcomp,comp,6064.0,0.6510416673762458,0.8881578947368421,False,0.6854166686534882
241,241.0,241.0,300,r300fwcomp,comp,2939.0,0.6354166673762458,0.751480263314749,False,0.6697916686534882
242,242.0,242.0,300,r300fwcomp,comp,7866.0,0.6145833347524915,0.8120065794179314,False,0.6604166686534881
243,243.0,243.0,300,r300fwcomp,comp,7069.0,0.6197916673762458,0.9103618421052632,False,0.6791666686534882
244,244.0,244.0,300,r300fwcomp,comp,8733.0,0.6257440490382058,0.8070723688916156,False,0.6791666686534882
245,245.0,245.0,300,r300fwcomp,comp,3230.0,0.6629464285714286,0.7888157893168298,False,0.6760416686534881
246,246.0,246.0,300,r300fwcomp,comp,6793.0,0.6383928571428571,0.7955592109968788,False,0.6604166686534881
247,247.0,247.0,300,r300fwcomp,comp,875.0,0.6041666673762458,0.8317434215231946,False,0.6822916686534881
