,annealing,batch_size,bidirectional,collator,emb_lr_factor,embed_size,embed_type,enc_lr_factor,encoder,encoder_layers,encoder_size,experiment_name,from_grid,from_grid_trans,grid_name,hidden_size,l2,lr,lr_decay_every,lr_decay_grace,lr_decay_rate,max_epochs,model,n_runs,name,override,p_drop,p_drop_rnn,projection_size,run_no,seed,sos_eos,stop_lr_lim,stop_t_worse,stopping,target,test_acc,tokenizer,train_acc,transfer,transfer_name,tune_acc,tune_embeds,tune_encoder,tune_target
52,tune_acc_decay,16,True,rnn_sent,0.01,300,glove,1.0,lstm,1,1024,t1024fwcomp,False,True,,512,0.0,0.004,0.0,0,0.2,200,comp,20,t1024fwcomp,True,0.1,0.0,200,13,449,True,1e-05,1,min_lr,train-full,0.5540540540540541,spacy,0.7192434213663402,True,e1024,0.6791666686534882,False,True,dev-full
53,tune_acc_decay,16,True,rnn_sent,0.01,300,glove,1.0,lstm,1,1024,t1024fwcomp,False,True,,512,0.0,0.004,0.0,0,0.2,200,comp,20,t1024fwcomp,True,0.1,0.0,200,14,6259,True,1e-05,1,min_lr,train-full,0.5900900900900901,spacy,0.8424342109968788,True,e1024,0.6885416686534882,False,True,dev-full
54,tune_acc_decay,16,True,rnn_sent,0.01,300,glove,1.0,lstm,1,1024,t1024fwcomp,False,True,,512,0.0,0.004,0.0,0,0.2,200,comp,20,t1024fwcomp,True,0.1,0.0,200,15,8216,True,1e-05,1,min_lr,train-full,0.6036036036036037,spacy,0.857894736685251,True,e1024,0.6635416686534882,False,True,dev-full
55,tune_acc_decay,16,True,rnn_sent,0.01,300,glove,1.0,lstm,1,1024,t1024fwcomp,False,True,,512,0.0,0.004,0.0,0,0.2,200,comp,20,t1024fwcomp,True,0.1,0.0,200,16,1493,True,1e-05,1,min_lr,train-full,0.5878378378378378,spacy,0.7819078948936964,True,e1024,0.6916666686534881,False,True,dev-full
56,tune_acc_decay,16,True,rnn_sent,0.01,300,glove,1.0,lstm,1,1024,t1024fwcomp,False,True,,512,0.0,0.004,0.0,0,0.2,200,comp,20,t1024fwcomp,True,0.1,0.0,200,17,3833,True,1e-05,1,min_lr,train-full,0.5855855855855856,spacy,0.7777960527884332,True,e1024,0.6760416686534881,False,True,dev-full
57,tune_acc_decay,16,True,rnn_sent,0.01,300,glove,1.0,lstm,1,1024,t1024fwcomp,False,True,,512,0.0,0.004,0.0,0,0.2,200,comp,20,t1024fwcomp,True,0.1,0.0,200,18,9609,True,1e-05,1,min_lr,train-full,0.5923423423423423,spacy,0.7503289478389841,True,e1024,0.6760416686534881,False,True,dev-full
58,tune_acc_decay,16,True,rnn_sent,0.01,300,glove,1.0,lstm,1,1024,t1024fwcomp,False,True,,512,0.0,0.004,0.0,0,0.2,200,comp,20,t1024fwcomp,True,0.1,0.0,200,19,4056,True,1e-05,1,min_lr,train-full,0.581081081081081,spacy,0.8233552630010404,True,e1024,0.683333334326744,False,True,dev-full
59,tune_acc_decay,16,True,rnn_sent,0.01,300,glove,1.0,lstm,1,1024,t1024fwcomp,False,True,,512,0.0,0.004,0.0,0,0.2,200,comp,20,t1024fwcomp,True,0.1,0.0,200,20,2350,True,1e-05,1,min_lr,train-full,0.5563063063063063,spacy,0.6764802634716034,True,e1024,0.653125,False,True,dev-full
60,tune_acc_decay,16,True,rnn_sent,0.01,300,glove,1.0,lstm,1,1024,r1024fwcomp,False,False,,512,0.0,0.004,0.0,0,0.2,200,comp,20,r1024fwcomp,True,0.1,0.0,200,1,663,True,1e-05,1,min_lr,train-full,0.6013513513513513,spacy,0.7712171054200122,False,e1024,0.6666666686534881,False,True,dev-full
61,tune_acc_decay,16,True,rnn_sent,0.01,300,glove,1.0,lstm,1,1024,r1024fwcomp,False,False,,512,0.0,0.004,0.0,0,0.2,200,comp,20,r1024fwcomp,True,0.1,0.0,200,2,7682,True,1e-05,1,min_lr,train-full,0.5495495495495496,spacy,0.699177631422093,False,e1024,0.6625,False,True,dev-full
62,tune_acc_decay,16,True,rnn_sent,0.01,300,glove,1.0,lstm,1,1024,r1024fwcomp,False,False,,512,0.0,0.004,0.0,0,0.2,200,comp,20,r1024fwcomp,True,0.1,0.0,200,3,5658,True,1e-05,1,min_lr,train-full,0.5630630630630631,spacy,0.8649671054200122,False,e1024,0.6729166686534882,False,True,dev-full
63,tune_acc_decay,16,True,rnn_sent,0.01,300,glove,1.0,lstm,1,1024,r1024fwcomp,False,False,,512,0.0,0.004,0.0,0,0.2,200,comp,20,r1024fwcomp,True,0.1,0.0,200,4,5037,True,1e-05,1,min_lr,train-full,0.5855855855855856,spacy,0.8222039475252754,False,e1024,0.6760416686534881,False,True,dev-full
64,tune_acc_decay,16,True,rnn_sent,0.01,300,glove,1.0,lstm,1,1024,r1024fwcomp,False,False,,512,0.0,0.004,0.0,0,0.2,200,comp,20,r1024fwcomp,True,0.1,0.0,200,5,9615,True,1e-05,1,min_lr,train-full,0.5720720720720721,spacy,0.7373355266294981,False,e1024,0.6635416686534882,False,True,dev-full
65,tune_acc_decay,16,True,rnn_sent,0.01,300,glove,1.0,lstm,1,1024,r1024fwcomp,False,False,,512,0.0,0.004,0.0,0,0.2,200,comp,20,r1024fwcomp,True,0.1,0.0,200,6,2418,True,1e-05,1,min_lr,train-full,0.5315315315315315,spacy,0.7069078950505507,False,e1024,0.665625,False,True,dev-full
66,tune_acc_decay,16,True,rnn_sent,0.01,300,glove,1.0,lstm,1,1024,r1024fwcomp,False,False,,512,0.0,0.004,0.0,0,0.2,200,comp,20,r1024fwcomp,True,0.1,0.0,200,7,6976,True,1e-05,1,min_lr,train-full,0.581081081081081,spacy,0.751480263314749,False,e1024,0.6770833343267441,False,True,dev-full
67,tune_acc_decay,16,True,rnn_sent,0.01,300,glove,1.0,lstm,1,1024,r1024fwcomp,False,False,,512,0.0,0.004,0.0,0,0.2,200,comp,20,r1024fwcomp,True,0.1,0.0,200,8,1574,True,1e-05,1,min_lr,train-full,0.581081081081081,spacy,0.8151315787905141,False,e1024,0.6822916686534881,False,True,dev-full
68,tune_acc_decay,16,True,rnn_sent,0.01,300,glove,1.0,lstm,1,1024,r1024fwcomp,False,False,,512,0.0,0.004,0.0,0,0.2,200,comp,20,r1024fwcomp,True,0.1,0.0,200,9,7440,True,1e-05,1,min_lr,train-full,0.5855855855855856,spacy,0.7164473682641983,False,e1024,0.6697916686534882,False,True,dev-full
69,tune_acc_decay,16,True,rnn_sent,0.01,300,glove,1.0,lstm,1,1024,r1024fwcomp,False,False,,512,0.0,0.004,0.0,0,0.2,200,comp,20,r1024fwcomp,True,0.1,0.0,200,10,7167,True,1e-05,1,min_lr,train-full,0.5540540540540541,spacy,0.7205592103694615,False,e1024,0.6760416686534881,False,True,dev-full
70,tune_acc_decay,16,True,rnn_sent,0.01,300,glove,1.0,lstm,1,1024,r1024fwcomp,False,False,,512,0.0,0.004,0.0,0,0.2,200,comp,20,r1024fwcomp,True,0.1,0.0,200,11,5908,True,1e-05,1,min_lr,train-full,0.5720720720720721,spacy,0.7649671051063036,False,e1024,0.6697916686534882,False,True,dev-full
71,tune_acc_decay,16,True,rnn_sent,0.01,300,glove,1.0,lstm,1,1024,r1024fwcomp,False,False,,512,0.0,0.004,0.0,0,0.2,200,comp,20,r1024fwcomp,True,0.1,0.0,200,12,9010,True,1e-05,1,min_lr,train-full,0.6081081081081081,spacy,0.8444078948936964,False,e1024,0.684375,False,True,dev-full
72,tune_acc_decay,16,True,rnn_sent,0.01,300,glove,1.0,lstm,1,1024,r1024fwcomp,False,False,,512,0.0,0.004,0.0,0,0.2,200,comp,20,r1024fwcomp,True,0.1,0.0,200,13,3763,True,1e-05,1,min_lr,train-full,0.5990990990990991,spacy,0.9049342109968788,False,e1024,0.6822916686534881,False,True,dev-full
